780,420,f,0,
780,440,f,0,
780,460,f,0,
780,480,f,0,
780,500,f,0,
780,520,f,0,
780,540,f,0,
780,560,f,0,
780,580,f,0,
780,600,f,0,
780,620,f,0,
780,620,f,0,
780,640,f,0,
780,660,f,0,
780,740,f,0,
780,760,f,0,
720,240,f,0,
720,220,f,0,
720,200,f,0,
720,180,f,0,
720,160,f,0,
720,140,f,0,
720,120,f,0,
720,100,f,0,
720,80,f,0,
720,40,f,0,
720,20,f,0,
720,60,f,0,
740,0,s,1,SO
740,20,s,1,SO
740,40,s,1,SO
740,60,s,1,SO
740,80,s,1,SO
740,100,s,1,SO
740,120,s,1,SO
740,140,s,1,SO
740,160,s,1,SO
740,180,s,1,SO
740,180,s,1,SO
740,200,s,1,SO
740,220,s,1,SO
740,240,s,1,SO
740,260,s,1,SO
740,280,s,1,SO
820,280,s,1,SE
820,260,s,1,SE
820,240,s,1,SE
820,240,s,1,SE
820,220,s,1,SE
820,180,s,1,SE
820,160,s,1,SE
820,160,s,1,SE
820,140,s,1,SE
820,120,s,1,SE
820,120,s,1,SE
820,100,s,1,SE
820,80,s,1,SE
820,80,s,1,SE
820,60,s,1,SE
820,40,s,1,SE
820,20,s,1,SE
820,0,s,1,SE
820,200,s,1,SE
840,280,f,0,
840,260,f,0,
840,240,f,0,
840,220,f,0,
840,200,f,0,
840,180,f,0,
840,140,f,0,
840,120,f,0,
840,100,f,0,
840,80,f,0,
840,60,f,0,
840,40,f,0,
840,20,f,0,
840,0,f,0,
960,60,n,0,
960,80,f,0,
960,100,f,0,
960,120,f,0,
960,140,f,0,
960,160,f,0,
960,180,f,0,
960,200,f,0,
960,220,f,0,
960,240,f,0,
960,260,f,0,
960,280,f,0,
960,300,f,0,
960,320,f,0,
960,340,f,0,
960,360,f,0,
960,380,f,0,
960,400,f,0,
720,0,f,0,
940,340,j,0,
880,400,n,0,
880,400,n,0,
860,400,n,0,
920,400,n,0,
900,400,n,0,
940,400,n,0,
860,240,j,0,
940,140,j,0,
1060,400,p,0,
1040,400,p,0,
1040,400,p,0,
1040,400,p,0,
1040,400,p,0,
1040,400,p,0,
1300,400,p,0,
1380,400,p,0,
1400,400,p,0,
1420,400,p,0,
1440,400,p,0,
1460,400,p,0,
1480,400,p,0,
980,400,f,0,
1000,400,f,0,
1000,380,n,1,SO
980,360,n,1,SO
980,380,f,0,
1060,360,j,0,
720,260,f,0,
1020,400,n,1,SO
1220,420,j,0,
720,280,f,0,
780,400,n,0,
840,160,f,0,
1260,400,p,0,
1500,400,p,0,
1520,400,p,0,
1540,400,p,0,
1560,400,p,0,
1580,400,p,0,
1040,140,j,0,
1340,420,j,0,
1420,340,j,0,
1140,160,j,0,
1100,120,p,0,
1280,360,p,0,
1100,360,p,0,
1080,380,p,0,
1180,400,p,0,
1120,360,p,0,
1140,380,p,0,
1160,400,p,0,
1260,180,j,0,
1200,120,p,0,
1520,160,n,0,
1480,160,j,0,
1560,160,j,0,
1480,20,p,0,
1560,20,p,0,
1520,0,p,0,
1320,180,p,0,
1440,180,p,0,
1380,220,j,0,
1440,200,p,0,
1340,180,p,0,
1200,140,p,0,
1080,120,p,0,
840,400,n,0,
780,780,f,0,
800,480,n,1,SO
820,500,n,1,SO
840,520,n,1,SO
860,540,n,1,SO
880,560,n,1,SO
900,580,n,1,SO
880,580,f,0,
860,580,f,0,
840,580,f,0,
800,580,f,0,
820,580,f,0,
820,560,f,0,
840,560,f,0,
860,560,f,0,
840,540,f,0,
820,540,f,0,
800,540,f,0,
800,560,f,0,
820,520,f,0,
800,520,f,0,
800,500,f,0,
920,600,n,1,SO
960,640,n,1,SO
980,660,n,1,SO
1000,680,n,1,SO
1020,700,n,1,SO
940,780,f,0,
940,780,f,0,
920,780,f,0,
900,780,f,0,
880,780,f,0,
860,780,f,0,
840,780,f,0,
820,780,f,0,
800,760,f,0,
800,780,f,0,
820,760,f,0,
840,760,f,0,
860,760,f,0,
880,760,f,0,
900,760,f,0,
920,760,f,0,
900,740,f,0,
880,740,f,0,
860,740,f,0,
840,740,f,0,
820,740,f,0,
800,740,f,0,
1000,700,f,0,
980,700,f,0,
800,660,f,0,
820,660,f,0,
820,640,f,0,
800,640,f,0,
800,620,f,0,
820,620,f,0,
800,600,f,0,
820,600,f,0,
840,600,f,0,
840,620,f,0,
860,620,f,0,
860,640,f,0,
840,640,f,0,
840,660,f,0,
860,660,f,0,
880,660,f,0,
900,660,f,0,
980,680,f,0,
960,660,f,0,
940,660,f,0,
920,660,f,0,
920,640,f,0,
900,640,f,0,
880,640,f,0,
880,620,f,0,
860,600,f,0,
880,600,f,0,
900,600,f,0,
900,620,f,0,
920,620,f,0,
940,640,f,0,
940,620,n,1,SO
1100,780,n,0,
1120,780,n,0,
1400,780,n,0,
1420,780,n,0,
1440,780,n,0,
1500,780,f,0,
1480,780,f,0,
1460,780,f,0,
1460,760,n,1,SE
1480,740,n,1,SE
1500,720,n,1,SE
1500,740,f,0,
1500,760,f,0,
1480,760,f,0,
1420,660,n,1,SO
1400,640,n,1,SO
1400,660,f,0,
1480,580,n,1,SE
1420,520,n,1,SO
1520,720,n,0,
1540,720,n,0,
1560,720,n,0,
1580,720,n,0,
1560,780,f,0,
1560,780,f,0,
1540,780,f,0,
1520,780,f,0,
1520,760,f,0,
1540,740,f,0,
1520,740,f,0,
1540,760,f,0,
1560,760,f,0,
1580,740,f,0,
1560,740,f,0,
1580,760,f,0,
1580,780,f,0,
1140,760,n,0,
1160,740,n,0,
1180,720,n,0,
1200,700,n,0,
1220,680,n,0,
1240,660,n,0,
1260,660,n,0,
1280,660,n,0,
1300,680,n,0,
1320,700,n,0,
1340,720,n,0,
1360,740,n,0,
1380,760,n,0,
1140,780,f,0,
1180,780,f,0,
1160,780,f,0,
1200,780,f,0,
1220,780,f,0,
1240,780,f,0,
1260,780,f,0,
1280,780,f,0,
1300,780,f,0,
1320,780,f,0,
1340,780,f,0,
1360,780,f,0,
1380,780,f,0,
1360,760,f,0,
1340,760,f,0,
1320,760,f,0,
1300,760,f,0,
1280,760,f,0,
1260,760,f,0,
1240,760,f,0,
1220,760,f,0,
1200,760,f,0,
1180,760,f,0,
1160,760,f,0,
1200,740,f,0,
1180,740,f,0,
1200,720,f,0,
1220,720,f,0,
1220,740,f,0,
1240,740,f,0,
1260,740,f,0,
1280,740,f,0,
1300,740,f,0,
1320,740,f,0,
1340,740,f,0,
1320,720,f,0,
1300,720,f,0,
1280,720,f,0,
1260,720,f,0,
1240,720,f,0,
1240,700,f,0,
1220,700,f,0,
1260,700,f,0,
1280,700,f,0,
1300,700,f,0,
1280,680,f,0,
1260,680,f,0,
1240,680,f,0,
560,400,n,0,
360,400,n,0,
760,480,s,0,
740,480,s,0,
760,520,s,1,NE
760,560,s,1,NE
760,600,s,1,NE
760,640,s,1,NE
760,640,s,1,NE
760,760,s,1,NE
760,780,s,0,
740,780,s,0,
720,780,s,0,
700,780,s,0,
660,780,s,0,
680,780,s,0,
660,780,s,0,
640,780,s,0,
620,780,s,0,
580,780,s,0,
560,780,s,0,
600,780,s,0,
540,780,s,0,
520,780,s,0,
500,780,s,0,
480,780,s,0,
460,780,s,0,
440,780,s,0,
420,780,s,0,
400,780,s,0,
380,780,s,0,
360,780,s,0,
340,780,s,0,
320,780,s,0,
300,780,s,0,
280,780,s,0,
260,780,s,0,
220,780,s,0,
240,780,s,0,
180,780,s,0,
200,780,s,0,
160,780,s,0,
140,780,s,0,
120,780,s,0,
100,780,s,0,
0,400,n,0,
40,420,s,1,NO
80,420,s,1,NO
120,420,s,1,NO
160,420,s,1,NO
200,420,s,1,NO
240,420,s,1,NO
280,420,s,1,NO
320,420,s,1,NO
360,420,s,1,NO
400,420,s,1,NO
440,420,s,1,NO
480,420,s,1,NO
520,420,s,1,NO
560,420,s,1,NO
600,420,s,1,NO
640,420,s,1,NO
680,420,s,1,NO
0,460,s,1,SO
0,500,s,1,SO
0,540,s,1,SO
0,580,s,1,SO
0,620,s,1,SO
0,660,s,1,SO
0,700,s,1,SO
0,780,s,0,
0,780,s,0,
20,780,s,0,
40,780,s,0,
60,780,s,0,
80,780,s,0,
760,740,s,1,SE
760,660,s,1,SE
760,620,s,1,SE
760,580,s,1,SE
760,540,s,1,SE
760,500,s,1,SE
660,420,s,1,NE
620,420,s,1,NE
580,420,s,1,NE
540,420,s,1,NE
500,420,s,1,NE
460,420,s,1,NE
420,420,s,1,NE
380,420,s,1,NE
340,420,s,1,NE
300,420,s,1,NE
260,420,s,1,NE
220,420,s,1,NE
180,420,s,1,NE
140,420,s,1,NE
100,420,s,1,NE
60,420,s,1,NE
20,420,s,1,NE
0,420,s,1,SO
0,440,s,1,NO
0,480,s,1,NO
0,520,s,1,NO
0,560,s,1,NO
0,600,s,1,NO
0,640,s,1,NO
0,680,s,1,NO
0,720,s,1,NO
700,760,s,1,SO
680,740,s,1,SO
660,740,s,1,SE
640,760,s,1,SE
660,760,f,0,
680,760,f,0,
560,760,s,1,SO
540,760,s,1,SE
460,760,s,1,SO
440,740,s,1,SO
420,720,s,1,SO
400,700,s,1,SO
380,700,s,1,SE
360,720,s,1,SE
340,740,s,1,SE
320,760,s,1,SE
340,760,f,0,
360,760,f,0,
380,760,f,0,
400,760,f,0,
420,760,f,0,
440,760,f,0,
420,740,f,0,
400,740,f,0,
380,740,f,0,
360,740,f,0,
380,720,f,0,
400,720,f,0,
240,760,s,1,SO
220,760,s,1,SE
140,760,s,1,SO
120,740,s,1,SO
100,740,s,1,SE
80,760,s,1,SE
120,760,f,0,
100,760,f,0,
720,480,s,1,SE
700,500,s,1,SE
680,520,s,1,SE
660,540,s,1,SE
640,560,s,1,SE
660,560,f,0,
680,560,f,0,
680,540,f,0,
700,540,f,0,
720,500,f,0,
720,520,f,0,
720,540,f,0,
720,560,f,0,
700,560,f,0,
700,520,f,0,
760,520,f,0,
760,500,f,0,
740,500,f,0,
740,520,f,0,
740,540,f,0,
760,540,f,0,
760,560,f,0,
740,560,f,0,
540,580,s,0,
520,580,s,0,
500,580,s,0,
140,520,s,0,
120,520,s,0,
100,520,s,0,
100,540,f,0,
120,540,f,0,
140,540,f,0,
260,580,f,0,
280,580,f,0,
380,580,f,0,
400,580,f,0,
500,600,f,0,
520,600,f,0,
540,600,f,0,
480,580,s,1,SE
480,600,s,1,NE
560,580,s,1,SO
560,600,s,1,NO
420,560,s,1,SO
420,580,s,1,NO
360,580,s,1,NE
360,560,s,1,SE
300,560,s,1,SO
300,580,s,1,NO
240,560,s,1,SE
240,580,s,1,NE
160,520,s,1,SO
160,540,s,1,NO
80,520,s,1,SE
80,540,s,1,NE
280,600,s,1,NO
260,600,s,1,NE
380,600,s,1,NE
400,600,s,1,NO
260,560,f,0,
280,560,f,0,
400,560,f,0,
380,560,f,0,
400,540,s,1,SO
380,540,s,1,SE
260,540,s,1,SE
280,540,s,1,SO
960,680,f,0,
1080,780,n,0,
960,780,f,0,
980,780,f,0,
1000,780,f,0,
1040,780,n,0,
1060,780,n,0,
1020,780,f,0,
700,0,f,0,
680,0,f,0,
660,0,f,0,
640,0,f,0,
620,0,f,0,
600,0,f,0,
580,0,f,0,
560,0,f,0,
540,0,f,0,
520,0,f,0,
480,0,f,0,
500,0,f,0,
480,0,f,0,
460,0,f,0,
440,0,f,0,
420,0,f,0,
400,0,f,0,
380,0,f,0,
340,0,f,0,
360,0,f,0,
320,0,f,0,
300,0,f,0,
280,0,f,0,
260,0,f,0,
240,0,f,0,
220,0,f,0,
520,20,f,0,
560,20,f,0,
540,20,f,0,
580,20,f,0,
600,20,f,0,
640,20,f,0,
620,20,f,0,
660,20,f,0,
680,20,f,0,
700,20,f,0,
700,40,f,0,
0,60,f,0,
20,60,f,0,
100,60,f,0,
120,60,f,0,
140,60,f,0,
160,60,f,0,
700,60,f,0,
700,80,f,0,
440,80,f,0,
460,80,f,0,
420,80,f,0,
400,80,f,0,
380,80,f,0,
360,80,f,0,
340,80,f,0,
320,80,f,0,
300,80,f,0,
280,80,f,0,
260,80,f,0,
260,80,f,0,
240,80,f,0,
220,80,f,0,
200,80,f,0,
180,80,f,0,
160,80,f,0,
140,80,f,0,
120,80,f,0,
100,80,f,0,
100,80,f,0,
20,80,f,0,
0,80,f,0,
0,100,f,0,
0,120,f,0,
0,140,f,0,
0,160,f,0,
0,180,f,0,
0,200,f,0,
0,220,f,0,
0,240,f,0,
0,260,f,0,
0,280,f,0,
100,280,f,0,
120,280,f,0,
160,280,f,0,
140,280,f,0,
180,280,f,0,
200,280,f,0,
220,280,f,0,
260,280,f,0,
260,280,f,0,
240,280,f,0,
280,280,f,0,
300,280,f,0,
320,280,f,0,
320,280,f,0,
320,280,f,0,
340,280,f,0,
360,280,f,0,
380,280,f,0,
400,280,f,0,
420,280,f,0,
440,280,f,0,
580,280,f,0,
600,280,f,0,
620,280,f,0,
620,280,f,0,
640,280,f,0,
660,280,f,0,
700,280,f,0,
680,280,f,0,
680,260,f,0,
700,260,f,0,
700,240,f,0,
700,220,f,0,
700,200,f,0,
700,180,f,0,
700,160,f,0,
700,140,f,0,
680,140,f,0,
700,120,f,0,
700,120,f,0,
700,100,f,0,
600,100,f,0,
580,100,f,0,
560,100,f,0,
540,100,f,0,
500,100,f,0,
520,100,f,0,
480,100,f,0,
440,100,f,0,
460,100,f,0,
400,100,f,0,
420,100,f,0,
400,100,f,0,
380,100,f,0,
340,100,f,0,
360,100,f,0,
320,100,f,0,
300,100,f,0,
280,100,f,0,
240,100,f,0,
260,100,f,0,
220,100,f,0,
200,100,f,0,
200,100,f,0,
180,100,f,0,
160,100,f,0,
140,100,f,0,
120,100,f,0,
100,100,f,0,
20,100,f,0,
20,120,f,0,
40,120,f,0,
20,140,f,0,
20,160,f,0,
600,200,f,0,
600,180,f,0,
